 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)        time            @vbvdd[i]      
 2.29150000e-04  7.00000000e+00  2.29150000e-04  9.34297283e-01  2.29150000e-04  6.99623369e+00  2.29150000e-04  1.15509746e+00  2.29150000e-04  1.21212009e-06  2.29150000e-04  5.01038528e-05  2.29150000e-04 -5.06214871e-05 
 2.29250000e-04  7.00000000e+00  2.29250000e-04  9.34532012e-01  2.29250000e-04  6.99623382e+00  2.29250000e-04  1.15515610e+00  2.29250000e-04  1.23081725e-06  2.29250000e-04  5.00815864e-05  2.29250000e-04 -5.06214871e-05 
 2.29350000e-04  7.00000000e+00  2.29350000e-04  9.34766548e-01  2.29350000e-04  6.99623394e+00  2.29350000e-04  1.15521465e+00  2.29350000e-04  1.21214003e-06  2.29350000e-04  5.00591634e-05  2.29350000e-04 -5.06214871e-05 
 2.29450000e-04  7.00000000e+00  2.29450000e-04  9.35000890e-01  2.29450000e-04  6.99623406e+00  2.29450000e-04  1.15527317e+00  2.29450000e-04  1.23079733e-06  2.29450000e-04  5.00367524e-05  2.29450000e-04 -5.06214871e-05 
 2.29550000e-04  7.00000000e+00  2.29550000e-04  9.35235038e-01  2.29550000e-04  6.99623419e+00  2.29550000e-04  1.15533160e+00  2.29550000e-04  1.21215992e-06  2.29550000e-04  5.00141922e-05  2.29550000e-04 -5.06214871e-05 
 2.29650000e-04  7.00000000e+00  2.29650000e-04  9.35468992e-01  2.29650000e-04  6.99623431e+00  2.29650000e-04  1.15539001e+00  2.29650000e-04  1.23077747e-06  2.29650000e-04  4.99916367e-05  2.29650000e-04 -5.06214871e-05 
 2.29750000e-04  7.00000000e+00  2.29750000e-04  9.35702752e-01  2.29750000e-04  6.99623443e+00  2.29750000e-04  1.15544833e+00  2.29750000e-04  1.21217975e-06  2.29750000e-04  4.99689386e-05  2.29750000e-04 -5.06214871e-05 
 2.29850000e-04  7.00000000e+00  2.29850000e-04  9.35936319e-01  2.29850000e-04  6.99623456e+00  2.29850000e-04  1.15550662e+00  2.29850000e-04  1.23075766e-06  2.29850000e-04  4.99462383e-05  2.29850000e-04 -5.06214871e-05 
 2.29950000e-04  7.00000000e+00  2.29950000e-04  9.36169692e-01  2.29950000e-04  6.99623468e+00  2.29950000e-04  1.15556482e+00  2.29950000e-04  1.21219954e-06  2.29950000e-04  4.99234018e-05  2.29950000e-04 -5.06214871e-05 
 2.30050000e-04  7.00000000e+00  2.30050000e-04  9.36402872e-01  2.30050000e-04  6.99623480e+00  2.30050000e-04  1.15562299e+00  2.30050000e-04  1.23073790e-06  2.30050000e-04  4.99005567e-05  2.30050000e-04 -5.06214871e-05 
 2.30150000e-04  7.00000000e+00  2.30150000e-04  9.36635858e-01  2.30150000e-04  6.99623493e+00  2.30150000e-04  1.15568108e+00  2.30150000e-04  1.21221927e-06  2.30150000e-04  4.98775813e-05  2.30150000e-04 -5.06214871e-05 
 2.30250000e-04  7.00000000e+00  2.30250000e-04  9.36868651e-01  2.30250000e-04  6.99623505e+00  2.30250000e-04  1.15573914e+00  2.30250000e-04  1.23071820e-06  2.30250000e-04  4.98545914e-05  2.30250000e-04 -5.06214871e-05 
 2.30350000e-04  7.00000000e+00  2.30350000e-04  9.37101250e-01  2.30350000e-04  6.99623517e+00  2.30350000e-04  1.15579711e+00  2.30350000e-04  1.21223895e-06  2.30350000e-04  4.98314766e-05  2.30350000e-04 -5.06214871e-05 
 2.30450000e-04  7.00000000e+00  2.30450000e-04  9.37333657e-01  2.30450000e-04  6.99623529e+00  2.30450000e-04  1.15585504e+00  2.30450000e-04  1.23069855e-06  2.30450000e-04  4.98083419e-05  2.30450000e-04 -5.06214871e-05 
 2.30550000e-04  7.00000000e+00  2.30550000e-04  9.37565870e-01  2.30550000e-04  6.99623542e+00  2.30550000e-04  1.15591290e+00  2.30550000e-04  1.21225857e-06  2.30550000e-04  4.97850875e-05  2.30550000e-04 -5.06214871e-05 
 2.30650000e-04  7.00000000e+00  2.30650000e-04  9.37797889e-01  2.30650000e-04  6.99623554e+00  2.30650000e-04  1.15597071e+00  2.30650000e-04  1.23067895e-06  2.30650000e-04  4.97618081e-05  2.30650000e-04 -5.06214871e-05 
 2.30750000e-04  7.00000000e+00  2.30750000e-04  9.38029716e-01  2.30750000e-04  6.99623566e+00  2.30750000e-04  1.15602844e+00  2.30750000e-04  1.21227815e-06  2.30750000e-04  4.97384137e-05  2.30750000e-04 -5.06214871e-05 
 2.30850000e-04  7.00000000e+00  2.30850000e-04  9.38261350e-01  2.30850000e-04  6.99623578e+00  2.30850000e-04  1.15608614e+00  2.30850000e-04  1.23065940e-06  2.30850000e-04  4.97149897e-05  2.30850000e-04 -5.06214871e-05 
 2.30950000e-04  7.00000000e+00  2.30950000e-04  9.38492791e-01  2.30950000e-04  6.99623590e+00  2.30950000e-04  1.15614375e+00  2.30950000e-04  1.21229767e-06  2.30950000e-04  4.96914551e-05  2.30950000e-04 -5.06214871e-05 
 2.31050000e-04  7.00000000e+00  2.31050000e-04  9.38724039e-01  2.31050000e-04  6.99623603e+00  2.31050000e-04  1.15620133e+00  2.31050000e-04  1.23063990e-06  2.31050000e-04  4.96678867e-05  2.31050000e-04 -5.06214871e-05 
 2.31150000e-04  7.00000000e+00  2.31150000e-04  9.38955094e-01  2.31150000e-04  6.99623615e+00  2.31150000e-04  1.15625882e+00  2.31150000e-04  1.21231715e-06  2.31150000e-04  4.96442118e-05  2.31150000e-04 -5.06214871e-05 
 2.31250000e-04  7.00000000e+00  2.31250000e-04  9.39185957e-01  2.31250000e-04  6.99623627e+00  2.31250000e-04  1.15631627e+00  2.31250000e-04  1.23062045e-06  2.31250000e-04  4.96204991e-05  2.31250000e-04 -5.06214871e-05 
 2.31350000e-04  7.00000000e+00  2.31350000e-04  9.39416627e-01  2.31350000e-04  6.99623639e+00  2.31350000e-04  1.15637364e+00  2.31350000e-04  1.21233657e-06  2.31350000e-04  4.95966838e-05  2.31350000e-04 -5.06214871e-05 
 2.31450000e-04  7.00000000e+00  2.31450000e-04  9.39647104e-01  2.31450000e-04  6.99623651e+00  2.31450000e-04  1.15643097e+00  2.31450000e-04  1.23060105e-06  2.31450000e-04  4.95728272e-05  2.31450000e-04 -5.06214871e-05 
 2.31550000e-04  7.00000000e+00  2.31550000e-04  9.39877389e-01  2.31550000e-04  6.99623663e+00  2.31550000e-04  1.15648822e+00  2.31550000e-04  1.21235594e-06  2.31550000e-04  4.95488715e-05  2.31550000e-04 -5.06214871e-05 
 2.31650000e-04  7.00000000e+00  2.31650000e-04  9.40107481e-01  2.31650000e-04  6.99623675e+00  2.31650000e-04  1.15654542e+00  2.31650000e-04  1.23058171e-06  2.31650000e-04  4.95248712e-05  2.31650000e-04 -5.06214871e-05 
 2.31750000e-04  7.00000000e+00  2.31750000e-04  9.40337381e-01  2.31750000e-04  6.99623687e+00  2.31750000e-04  1.15660254e+00  2.31750000e-04  1.21237526e-06  2.31750000e-04  4.95007752e-05  2.31750000e-04 -5.06214871e-05 
 2.31850000e-04  7.00000000e+00  2.31850000e-04  9.40567089e-01  2.31850000e-04  6.99623699e+00  2.31850000e-04  1.15665962e+00  2.31850000e-04  1.23056242e-06  2.31850000e-04  4.94766316e-05  2.31850000e-04 -5.06214871e-05 
 2.31950000e-04  7.00000000e+00  2.31950000e-04  9.40796605e-01  2.31950000e-04  6.99623712e+00  2.31950000e-04  1.15671662e+00  2.31950000e-04  1.21239453e-06  2.31950000e-04  4.94523954e-05  2.31950000e-04 -5.06214871e-05 
 2.32050000e-04  7.00000000e+00  2.32050000e-04  9.41025929e-01  2.32050000e-04  6.99623724e+00  2.32050000e-04  1.15677358e+00  2.32050000e-04  1.23054317e-06  2.32050000e-04  4.94281087e-05  2.32050000e-04 -5.06214871e-05 
 2.32150000e-04  7.00000000e+00  2.32150000e-04  9.41255060e-01  2.32150000e-04  6.99623736e+00  2.32150000e-04  1.15683045e+00  2.32150000e-04  1.21241374e-06  2.32150000e-04  4.94037326e-05  2.32150000e-04 -5.06214871e-05 
 2.32250000e-04  7.00000000e+00  2.32250000e-04  9.41484000e-01  2.32250000e-04  6.99623748e+00  2.32250000e-04  1.15688728e+00  2.32250000e-04  1.23052398e-06  2.32250000e-04  4.93793034e-05  2.32250000e-04 -5.06214871e-05 
 2.32350000e-04  7.00000000e+00  2.32350000e-04  9.41712748e-01  2.32350000e-04  6.99623760e+00  2.32350000e-04  1.15694403e+00  2.32350000e-04  1.21243291e-06  2.32350000e-04  4.93547874e-05  2.32350000e-04 -5.06214871e-05 
 2.32450000e-04  7.00000000e+00  2.32450000e-04  9.41941304e-01  2.32450000e-04  6.99623772e+00  2.32450000e-04  1.15700073e+00  2.32450000e-04  1.23050484e-06  2.32450000e-04  4.93302162e-05  2.32450000e-04 -5.06214871e-05 
 2.32550000e-04  7.00000000e+00  2.32550000e-04  9.42169669e-01  2.32550000e-04  6.99623784e+00  2.32550000e-04  1.15705735e+00  2.32550000e-04  1.21245203e-06  2.32550000e-04  4.93055607e-05  2.32550000e-04 -5.06214871e-05 
 2.32650000e-04  7.00000000e+00  2.32650000e-04  9.42397842e-01  2.32650000e-04  6.99623795e+00  2.32650000e-04  1.15711392e+00  2.32650000e-04  1.23048575e-06  2.32650000e-04  4.92808479e-05  2.32650000e-04 -5.06214871e-05 
 2.32750000e-04  7.00000000e+00  2.32750000e-04  9.42625823e-01  2.32750000e-04  6.99623807e+00  2.32750000e-04  1.15717042e+00  2.32750000e-04  1.21247110e-06  2.32750000e-04  4.92560534e-05  2.32750000e-04 -5.06214871e-05 
 2.32850000e-04  7.00000000e+00  2.32850000e-04  9.42853613e-01  2.32850000e-04  6.99623819e+00  2.32850000e-04  1.15722686e+00  2.32850000e-04  1.23046670e-06  2.32850000e-04  4.92311996e-05  2.32850000e-04 -5.06214871e-05 
 2.32950000e-04  7.00000000e+00  2.32950000e-04  9.43081212e-01  2.32950000e-04  6.99623831e+00  2.32950000e-04  1.15728323e+00  2.32950000e-04  1.21249011e-06  2.32950000e-04  4.92062664e-05  2.32950000e-04 -5.06214871e-05 
 2.33050000e-04  7.00000000e+00  2.33050000e-04  9.43308619e-01  2.33050000e-04  6.99623843e+00  2.33050000e-04  1.15733954e+00  2.33050000e-04  1.23044771e-06  2.33050000e-04  4.91812721e-05  2.33050000e-04 -5.06214871e-05 
 2.33150000e-04  7.00000000e+00  2.33150000e-04  9.43535835e-01  2.33150000e-04  6.99623855e+00  2.33150000e-04  1.15739578e+00  2.33150000e-04  1.21250908e-06  2.33150000e-04  4.91562007e-05  2.33150000e-04 -5.06214871e-05 
 2.33250000e-04  7.00000000e+00  2.33250000e-04  9.43762861e-01  2.33250000e-04  6.99623867e+00  2.33250000e-04  1.15745196e+00  2.33250000e-04  1.23042877e-06  2.33250000e-04  4.91310667e-05  2.33250000e-04 -5.06214871e-05 
 2.33350000e-04  7.00000000e+00  2.33350000e-04  9.43989695e-01  2.33350000e-04  6.99623879e+00  2.33350000e-04  1.15750807e+00  2.33350000e-04  1.21252799e-06  2.33350000e-04  4.91058576e-05  2.33350000e-04 -5.06214871e-05 
 2.33450000e-04  7.00000000e+00  2.33450000e-04  9.44216338e-01  2.33450000e-04  6.99623891e+00  2.33450000e-04  1.15756412e+00  2.33450000e-04  1.23040988e-06  2.33450000e-04  4.90805845e-05  2.33450000e-04 -5.06214871e-05 
 2.33550000e-04  7.00000000e+00  2.33550000e-04  9.44442791e-01  2.33550000e-04  6.99623903e+00  2.33550000e-04  1.15762010e+00  2.33550000e-04  1.21254686e-06  2.33550000e-04  4.90552382e-05  2.33550000e-04 -5.06214871e-05 
 2.33650000e-04  7.00000000e+00  2.33650000e-04  9.44669053e-01  2.33650000e-04  6.99623914e+00  2.33650000e-04  1.15767602e+00  2.33650000e-04  1.23039104e-06  2.33650000e-04  4.90298268e-05  2.33650000e-04 -5.06214871e-05 
 2.33750000e-04  7.00000000e+00  2.33750000e-04  9.44895124e-01  2.33750000e-04  6.99623926e+00  2.33750000e-04  1.15773187e+00  2.33750000e-04  1.21256568e-06  2.33750000e-04  4.90043440e-05  2.33750000e-04 -5.06214871e-05 
 2.33850000e-04  7.00000000e+00  2.33850000e-04  9.45121005e-01  2.33850000e-04  6.99623938e+00  2.33850000e-04  1.15778766e+00  2.33850000e-04  1.23037224e-06  2.33850000e-04  4.89787950e-05  2.33850000e-04 -5.06214871e-05 
 2.33950000e-04  7.00000000e+00  2.33950000e-04  9.45346695e-01  2.33950000e-04  6.99623950e+00  2.33950000e-04  1.15784338e+00  2.33950000e-04  1.21258445e-06  2.33950000e-04  4.89531764e-05  2.33950000e-04 -5.06214871e-05 
 2.34050000e-04  7.00000000e+00  2.34050000e-04  9.45572195e-01  2.34050000e-04  6.99623961e+00  2.34050000e-04  1.15789903e+00  2.34050000e-04  1.23035350e-06  2.34050000e-04  4.89274906e-05  2.34050000e-04 -5.06214871e-05 
 2.34150000e-04  7.00000000e+00  2.34150000e-04  9.45797505e-01  2.34150000e-04  6.99623973e+00  2.34150000e-04  1.15795462e+00  2.34150000e-04  1.21260317e-06  2.34150000e-04  4.89017368e-05  2.34150000e-04 -5.06214871e-05 
 2.34250000e-04  7.00000000e+00  2.34250000e-04  9.46022625e-01  2.34250000e-04  6.99623985e+00  2.34250000e-04  1.15801014e+00  2.34250000e-04  1.23033481e-06  2.34250000e-04  4.88759151e-05  2.34250000e-04 -5.06214871e-05 
 2.34350000e-04  7.00000000e+00  2.34350000e-04  9.46247554e-01  2.34350000e-04  6.99623997e+00  2.34350000e-04  1.15806559e+00  2.34350000e-04  1.21262184e-06  2.34350000e-04  4.88500270e-05  2.34350000e-04 -5.06214871e-05 
 2.34450000e-04  7.00000000e+00  2.34450000e-04  9.46472294e-01  2.34450000e-04  6.99624008e+00  2.34450000e-04  1.15812098e+00  2.34450000e-04  1.23031616e-06  2.34450000e-04  4.88240702e-05  2.34450000e-04 -5.06214871e-05 
 2.34550000e-04  7.00000000e+00  2.34550000e-04  9.46696844e-01  2.34550000e-04  6.99624020e+00  2.34550000e-04  1.15817630e+00  2.34550000e-04  1.21264046e-06  2.34550000e-04  4.87980486e-05  2.34550000e-04 -5.06214871e-05 
 2.34650000e-04  7.00000000e+00  2.34650000e-04  9.46921204e-01  2.34650000e-04  6.99624032e+00  2.34650000e-04  1.15823156e+00  2.34650000e-04  1.23029757e-06  2.34650000e-04  4.87719577e-05  2.34650000e-04 -5.06214871e-05 
 2.34750000e-04  7.00000000e+00  2.34750000e-04  9.47145375e-01  2.34750000e-04  6.99624043e+00  2.34750000e-04  1.15828674e+00  2.34750000e-04  1.21265903e-06  2.34750000e-04  4.87458033e-05  2.34750000e-04 -5.06214871e-05 
 2.34850000e-04  7.00000000e+00  2.34850000e-04  9.47369356e-01  2.34850000e-04  6.99624055e+00  2.34850000e-04  1.15834186e+00  2.34850000e-04  1.23027902e-06  2.34850000e-04  4.87195792e-05  2.34850000e-04 -5.06214871e-05 
 2.34950000e-04  7.00000000e+00  2.34950000e-04  9.47593147e-01  2.34950000e-04  6.99624067e+00  2.34950000e-04  1.15839691e+00  2.34950000e-04  1.21267755e-06  2.34950000e-04  4.86932931e-05  2.34950000e-04 -5.06214871e-05 
 2.35050000e-04  7.00000000e+00  2.35050000e-04  9.47816749e-01  2.35050000e-04  6.99624078e+00  2.35050000e-04  1.15845189e+00  2.35050000e-04  1.23026052e-06  2.35050000e-04  4.86669369e-05  2.35050000e-04 -5.06214871e-05 
 2.35150000e-04  7.00000000e+00  2.35150000e-04  9.48040162e-01  2.35150000e-04  6.99624090e+00  2.35150000e-04  1.15850681e+00  2.35150000e-04  1.21269602e-06  2.35150000e-04  4.86405199e-05  2.35150000e-04 -5.06214871e-05 
 2.35250000e-04  7.00000000e+00  2.35250000e-04  9.48263386e-01  2.35250000e-04  6.99624101e+00  2.35250000e-04  1.15856166e+00  2.35250000e-04  1.23024207e-06  2.35250000e-04  4.86140325e-05  2.35250000e-04 -5.06214871e-05 
 2.35350000e-04  7.00000000e+00  2.35350000e-04  9.48486421e-01  2.35350000e-04  6.99624113e+00  2.35350000e-04  1.15861643e+00  2.35350000e-04  1.21271445e-06  2.35350000e-04  4.85874857e-05  2.35350000e-04 -5.06214871e-05 
 2.35450000e-04  7.00000000e+00  2.35450000e-04  9.48709267e-01  2.35450000e-04  6.99624125e+00  2.35450000e-04  1.15867115e+00  2.35450000e-04  1.23022367e-06  2.35450000e-04  4.85608682e-05  2.35450000e-04 -5.06214871e-05 
 2.35550000e-04  7.00000000e+00  2.35550000e-04  9.48931924e-01  2.35550000e-04  6.99624136e+00  2.35550000e-04  1.15872579e+00  2.35550000e-04  1.21273283e-06  2.35550000e-04  4.85341925e-05  2.35550000e-04 -5.06214871e-05 
 2.35650000e-04  7.00000000e+00  2.35650000e-04  9.49154393e-01  2.35650000e-04  6.99624148e+00  2.35650000e-04  1.15878036e+00  2.35650000e-04  1.23020532e-06  2.35650000e-04  4.85074460e-05  2.35650000e-04 -5.06214871e-05 
 2.35750000e-04  7.00000000e+00  2.35750000e-04  9.49376673e-01  2.35750000e-04  6.99624159e+00  2.35750000e-04  1.15883487e+00  2.35750000e-04  1.21275116e-06  2.35750000e-04  4.84806426e-05  2.35750000e-04 -5.06214871e-05 
 2.35850000e-04  7.00000000e+00  2.35850000e-04  9.49598764e-01  2.35850000e-04  6.99624171e+00  2.35850000e-04  1.15888931e+00  2.35850000e-04  1.23018701e-06  2.35850000e-04  4.84537683e-05  2.35850000e-04 -5.06214871e-05 
 2.35950000e-04  7.00000000e+00  2.35950000e-04  9.49820667e-01  2.35950000e-04  6.99624182e+00  2.35950000e-04  1.15894367e+00  2.35950000e-04  1.21276944e-06  2.35950000e-04  4.84268381e-05  2.35950000e-04 -5.06214871e-05 
 2.36050000e-04  7.00000000e+00  2.36050000e-04  9.50042382e-01  2.36050000e-04  6.99624194e+00  2.36050000e-04  1.15899797e+00  2.36050000e-04  1.23016875e-06  2.36050000e-04  4.83998371e-05  2.36050000e-04 -5.06214871e-05 
 2.36150000e-04  7.00000000e+00  2.36150000e-04  9.50263908e-01  2.36150000e-04  6.99624205e+00  2.36150000e-04  1.15905220e+00  2.36150000e-04  1.21278767e-06  2.36150000e-04  4.83727815e-05  2.36150000e-04 -5.06214871e-05 
 2.36250000e-04  7.00000000e+00  2.36250000e-04  9.50485247e-01  2.36250000e-04  6.99624217e+00  2.36250000e-04  1.15910636e+00  2.36250000e-04  1.23015054e-06  2.36250000e-04  4.83456550e-05  2.36250000e-04 -5.06214871e-05 
 2.36350000e-04  7.00000000e+00  2.36350000e-04  9.50706397e-01  2.36350000e-04  6.99624228e+00  2.36350000e-04  1.15916046e+00  2.36350000e-04  1.21280586e-06  2.36350000e-04  4.83184749e-05  2.36350000e-04 -5.06214871e-05 
 2.36450000e-04  7.00000000e+00  2.36450000e-04  9.50927360e-01  2.36450000e-04  6.99624239e+00  2.36450000e-04  1.15921448e+00  2.36450000e-04  1.23013238e-06  2.36450000e-04  4.82912242e-05  2.36450000e-04 -5.06214871e-05 
 2.36550000e-04  7.00000000e+00  2.36550000e-04  9.51148135e-01  2.36550000e-04  6.99624251e+00  2.36550000e-04  1.15926843e+00  2.36550000e-04  1.21282399e-06  2.36550000e-04  4.82639210e-05  2.36550000e-04 -5.06214871e-05 
 2.36650000e-04  7.00000000e+00  2.36650000e-04  9.51368722e-01  2.36650000e-04  6.99624262e+00  2.36650000e-04  1.15932231e+00  2.36650000e-04  1.23011427e-06  2.36650000e-04  4.82365473e-05  2.36650000e-04 -5.06214871e-05 
 2.36750000e-04  7.00000000e+00  2.36750000e-04  9.51589122e-01  2.36750000e-04  6.99624274e+00  2.36750000e-04  1.15937613e+00  2.36750000e-04  1.21284208e-06  2.36750000e-04  4.82091222e-05  2.36750000e-04 -5.06214871e-05 
 2.36850000e-04  7.00000000e+00  2.36850000e-04  9.51809335e-01  2.36850000e-04  6.99624285e+00  2.36850000e-04  1.15942987e+00  2.36850000e-04  1.23009620e-06  2.36850000e-04  4.81816268e-05  2.36850000e-04 -5.06214871e-05 
 2.36950000e-04  7.00000000e+00  2.36950000e-04  9.52029360e-01  2.36950000e-04  6.99624296e+00  2.36950000e-04  1.15948354e+00  2.36950000e-04  1.21286013e-06  2.36950000e-04  4.81540810e-05  2.36950000e-04 -5.06214871e-05 
 2.37050000e-04  7.00000000e+00  2.37050000e-04  9.52249198e-01  2.37050000e-04  6.99624308e+00  2.37050000e-04  1.15953715e+00  2.37050000e-04  1.23007818e-06  2.37050000e-04  4.81264652e-05  2.37050000e-04 -5.06214871e-05 
 2.37150000e-04  7.00000000e+00  2.37150000e-04  9.52468849e-01  2.37150000e-04  6.99624319e+00  2.37150000e-04  1.15959068e+00  2.37150000e-04  1.21287812e-06  2.37150000e-04  4.80988001e-05  2.37150000e-04 -5.06214871e-05 
 2.37250000e-04  7.00000000e+00  2.37250000e-04  9.52688313e-01  2.37250000e-04  6.99624330e+00  2.37250000e-04  1.15964414e+00  2.37250000e-04  1.23006021e-06  2.37250000e-04  4.80710653e-05  2.37250000e-04 -5.06214871e-05 
 2.37350000e-04  7.00000000e+00  2.37350000e-04  9.52907590e-01  2.37350000e-04  6.99624341e+00  2.37350000e-04  1.15969754e+00  2.37350000e-04  1.21289607e-06  2.37350000e-04  4.80432821e-05  2.37350000e-04 -5.06214871e-05 
 2.37450000e-04  7.00000000e+00  2.37450000e-04  9.53126681e-01  2.37450000e-04  6.99624353e+00  2.37450000e-04  1.15975086e+00  2.37450000e-04  1.23004229e-06  2.37450000e-04  4.80154297e-05  2.37450000e-04 -5.06214871e-05 
 2.37550000e-04  7.00000000e+00  2.37550000e-04  9.53345585e-01  2.37550000e-04  6.99624364e+00  2.37550000e-04  1.15980411e+00  2.37550000e-04  1.21291397e-06  2.37550000e-04  4.79875299e-05  2.37550000e-04 -5.06214871e-05 
 2.37650000e-04  7.00000000e+00  2.37650000e-04  9.53564302e-01  2.37650000e-04  6.99624375e+00  2.37650000e-04  1.15985729e+00  2.37650000e-04  1.23002441e-06  2.37650000e-04  4.79595612e-05  2.37650000e-04 -5.06214871e-05 
 2.37750000e-04  7.00000000e+00  2.37750000e-04  9.53782833e-01  2.37750000e-04  6.99624386e+00  2.37750000e-04  1.15991040e+00  2.37750000e-04  1.21293183e-06  2.37750000e-04  4.79315461e-05  2.37750000e-04 -5.06214871e-05 
 2.37850000e-04  7.00000000e+00  2.37850000e-04  9.54001178e-01  2.37850000e-04  6.99624398e+00  2.37850000e-04  1.15996344e+00  2.37850000e-04  1.23000658e-06  2.37850000e-04  4.79034626e-05  2.37850000e-04 -5.06214871e-05 
 2.37950000e-04  7.00000000e+00  2.37950000e-04  9.54219337e-01  2.37950000e-04  6.99624409e+00  2.37950000e-04  1.16001641e+00  2.37950000e-04  1.21294964e-06  2.37950000e-04  4.78753337e-05  2.37950000e-04 -5.06214871e-05 
 2.38050000e-04  7.00000000e+00  2.38050000e-04  9.54437310e-01  2.38050000e-04  6.99624420e+00  2.38050000e-04  1.16006931e+00  2.38050000e-04  1.22998879e-06  2.38050000e-04  4.78471369e-05  2.38050000e-04 -5.06214871e-05 
 2.38150000e-04  7.00000000e+00  2.38150000e-04  9.54655097e-01  2.38150000e-04  6.99624431e+00  2.38150000e-04  1.16012213e+00  2.38150000e-04  1.21296740e-06  2.38150000e-04  4.78188955e-05  2.38150000e-04 -5.06214871e-05 
 2.38250000e-04  7.00000000e+00  2.38250000e-04  9.54872698e-01  2.38250000e-04  6.99624442e+00  2.38250000e-04  1.16017489e+00  2.38250000e-04  1.22997105e-06  2.38250000e-04  4.77905869e-05  2.38250000e-04 -5.06214871e-05 
 2.38350000e-04  7.00000000e+00  2.38350000e-04  9.55090113e-01  2.38350000e-04  6.99624453e+00  2.38350000e-04  1.16022757e+00  2.38350000e-04  1.21298511e-06  2.38350000e-04  4.77622346e-05  2.38350000e-04 -5.06214871e-05 
 2.38450000e-04  7.00000000e+00  2.38450000e-04  9.55307343e-01  2.38450000e-04  6.99624464e+00  2.38450000e-04  1.16028019e+00  2.38450000e-04  1.22995336e-06  2.38450000e-04  4.77338155e-05  2.38450000e-04 -5.06214871e-05 
 2.38550000e-04  7.00000000e+00  2.38550000e-04  9.55524388e-01  2.38550000e-04  6.99624476e+00  2.38550000e-04  1.16033273e+00  2.38550000e-04  1.21300278e-06  2.38550000e-04  4.77053538e-05  2.38550000e-04 -5.06214871e-05 
 2.38650000e-04  7.00000000e+00  2.38650000e-04  9.55741247e-01  2.38650000e-04  6.99624487e+00  2.38650000e-04  1.16038520e+00  2.38650000e-04  1.22993572e-06  2.38650000e-04  4.76768260e-05  2.38650000e-04 -5.06214871e-05 
 2.38750000e-04  7.00000000e+00  2.38750000e-04  9.55957921e-01  2.38750000e-04  6.99624498e+00  2.38750000e-04  1.16043760e+00  2.38750000e-04  1.21302040e-06  2.38750000e-04  4.76482564e-05  2.38750000e-04 -5.06214871e-05 
 2.38850000e-04  7.00000000e+00  2.38850000e-04  9.56174410e-01  2.38850000e-04  6.99624509e+00  2.38850000e-04  1.16048993e+00  2.38850000e-04  1.22991812e-06  2.38850000e-04  4.76196212e-05  2.38850000e-04 -5.06214871e-05 
 2.38950000e-04  7.00000000e+00  2.38950000e-04  9.56390715e-01  2.38950000e-04  6.99624520e+00  2.38950000e-04  1.16054218e+00  2.38950000e-04  1.21303798e-06  2.38950000e-04  4.75909452e-05  2.38950000e-04 -5.06214871e-05 
 2.39050000e-04  7.00000000e+00  2.39050000e-04  9.56606834e-01  2.39050000e-04  6.99624531e+00  2.39050000e-04  1.16059437e+00  2.39050000e-04  1.22990057e-06  2.39050000e-04  4.75622043e-05  2.39050000e-04 -5.06214871e-05 
 2.39150000e-04  7.00000000e+00  2.39150000e-04  9.56822769e-01  2.39150000e-04  6.99624542e+00  2.39150000e-04  1.16064648e+00  2.39150000e-04  1.21305551e-06  2.39150000e-04  4.75334235e-05  2.39150000e-04 -5.06214871e-05 
 2.39250000e-04  7.00000000e+00  2.39250000e-04  9.57038519e-01  2.39250000e-04  6.99624553e+00  2.39250000e-04  1.16069852e+00  2.39250000e-04  1.22988306e-06  2.39250000e-04  4.75045785e-05  2.39250000e-04 -5.06214871e-05 
 2.39350000e-04  7.00000000e+00  2.39350000e-04  9.57254085e-01  2.39350000e-04  6.99624564e+00  2.39350000e-04  1.16075049e+00  2.39350000e-04  1.21307299e-06  2.39350000e-04  4.74756945e-05  2.39350000e-04 -5.06214871e-05 
 2.39450000e-04  7.00000000e+00  2.39450000e-04  9.57469467e-01  2.39450000e-04  6.99624575e+00  2.39450000e-04  1.16080239e+00  2.39450000e-04  1.22986560e-06  2.39450000e-04  4.74467470e-05  2.39450000e-04 -5.06214871e-05 
 2.39550000e-04  7.00000000e+00  2.39550000e-04  9.57684664e-01  2.39550000e-04  6.99624586e+00  2.39550000e-04  1.16085421e+00  2.39550000e-04  1.21309043e-06  2.39550000e-04  4.74177613e-05  2.39550000e-04 -5.06214871e-05 
 2.39650000e-04  7.00000000e+00  2.39650000e-04  9.57899678e-01  2.39650000e-04  6.99624597e+00  2.39650000e-04  1.16090596e+00  2.39650000e-04  1.22984818e-06  2.39650000e-04  4.73887129e-05  2.39650000e-04 -5.06214871e-05 
 2.39750000e-04  7.00000000e+00  2.39750000e-04  9.58114507e-01  2.39750000e-04  6.99624608e+00  2.39750000e-04  1.16095764e+00  2.39750000e-04  1.21310782e-06  2.39750000e-04  4.73596273e-05  2.39750000e-04 -5.06214871e-05 
